District,Location,House_Size,Bedrooms,Bathrooms,Area_sqft,Budget_BDT,Source
Dhaka,Lalbagh,Small,3,2,750,5200000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,952,2656080,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1180,7500000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,980,4508000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1100,4800000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,620,2500000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1150,8800000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,600,2800000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,4,4,1300,5800000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,2280,24500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1350,7700000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,3,2186,18000000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1210,6913000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1105,6356500,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,850,4500000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,700,3200000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1300,7500000,Bangladesh_property_prices
Dhaka,Lalmatia,Small,2,2,700,5950000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1009,6800000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,3,2396,23980800,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1220,12375000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1500,10000000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1240,9500000,Bangladesh_property_prices
Dhaka,Savar,Small,2,2,970,3500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1250,6400000,Bangladesh_property_prices
Dhaka,NewMarket,Medium,3,2,1000,5500000,Bangladesh_property_prices
Dhaka,Adabor,Medium,2,2,1028,7200000,Bangladesh_property_prices
Dhaka,Adabor,Medium,2,2,1053,7300000,Bangladesh_property_prices
Dhaka,Bangshal,Medium,3,2,1120,8624000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,4,3,2720,43000000,Bangladesh_property_prices
Dhaka,Tejgaon,Small,2,2,700,3800000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1635,13080000,Bangladesh_property_prices
Dhaka,Bashabo,Large,,,2184,8000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,2787,27870000,Bangladesh_property_prices
Dhaka,Bangshal,Medium,3,2,1300,8450000,Bangladesh_property_prices
Dhaka,Bangshal,Small,2,1,733,4764500,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1500,11250000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1393,7800000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1398,7900000,Bangladesh_property_prices
Dhaka,Kafrul,Medium,3,3,1550,8500000,Bangladesh_property_prices
Dhaka,Kafrul,Medium,3,3,1350,6500000,Bangladesh_property_prices
Dhaka,Rampura,Medium,4,4,1600,5200000,Bangladesh_property_prices
Dhaka,Rampura,Medium,4,3,1653,10744500,Bangladesh_property_prices
Dhaka,Rampura,Medium,4,4,1601,10406500,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1150,6020000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1235,6428000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,5,3300,25500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1650,13000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,700,3000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,1,1,450,2000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1450,7800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,900,4750000,Bangladesh_property_prices
Dhaka,Shiddheswari,Large,3,4,1900,13000000,Bangladesh_property_prices
Dhaka,Banasree,Large,4,4,2000,13000000,Bangladesh_property_prices
Dhaka,Rampura,Small,2,2,750,4500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1450,11000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,830,3800000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1467,8700000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1560,9100000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1360,8000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1500,11500000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1110,4440000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1125,4500000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1100,4400000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1300,6350000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1385,6732500,Bangladesh_property_prices
Dhaka,Bangshal,Medium,3,2,1243,8079500,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1465,8800000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1550,12000000,Bangladesh_property_prices
Dhaka,Badda,Small,1,1,600,3500000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1400,8000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,2170,25000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1560,9200000,Bangladesh_property_prices
Dhaka,Bashabo,Small,2,2,950,4275000,Bangladesh_property_prices
Dhaka,Mirpur,Large,4,4,2600,14300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,2,2,1300,7150000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1320,6500000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,2,1120,5040000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1507,10000000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1200,11025000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,950,4600000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,4000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,1,1,600,2800000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,4,1750,28000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1700,9000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,4,3800,75000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1450,7540000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,3,2,880,3520000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1500,8250000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1325,5950000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1305,5870000,Bangladesh_property_prices
Dhaka,Banasree,Medium,4,3,1800,10000000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1100,7000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1300,12000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1160,10500000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1140,10200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,750,4000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,750,3800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,675,2500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,4,4,1800,9000000,Bangladesh_property_prices
Dhaka,Nikunja,Medium,,,1456,45000000,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,3,1275,7200000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1150,5750000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1400,10700000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1220,6710000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1450,10500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1450,9425000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1320,10000000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1415,9905000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,2,1250,6500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1570,11500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1570,10000000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,2,2,1050,6200000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,2,3,1150,6800000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1300,7600000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,4,1400,11000000,Bangladesh_property_prices
Dhaka,Lalmatia,Large,4,5,2200,25000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1020,4000000,Bangladesh_property_prices
Dhaka,Badda,Small,2,2,815,3600000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,925,9500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1000,4500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1200,5700000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1541,6626300,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1526,6561800,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,4,1350,8100000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1250,7500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1640,11500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1540,16500000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1653,7438500,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1600,9500000,Bangladesh_property_prices
Dhaka,Demra,Large,,,2184,19000000,Bangladesh_property_prices
Dhaka,Mirpur,Large,3,4,2200,23000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,700,3500000,Bangladesh_property_prices
Dhaka,Lalmatia,Medium,2,2,1000,7000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1550,12400000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1175,7400000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1272,5469600,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1350,8000000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,3,1335,10000000,Bangladesh_property_prices
Dhaka,Shantinagar,Large,4,4,2017,19000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1100,5000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1285,5500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1100,5500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1000,5000000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,2,1150,3220000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1500,9600000,Bangladesh_property_prices
Dhaka,Mirpur,Large,4,4,2100,18000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1250,8200000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1300,5500000,Bangladesh_property_prices
Dhaka,JatraBari,Large,,,2912,9500000,Bangladesh_property_prices
Dhaka,Mirpur,Large,3,3,2000,11500000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,4,1665,13500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,3,2,940,6800000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1450,9500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,3,1826,15000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,4,1925,15475000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1300,7150000,Bangladesh_property_prices
Dhaka,Adabor,Small,2,2,900,3600000,Bangladesh_property_prices
Dhaka,DakshinKhan,Small,3,2,960,3700000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1553,10871000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,4,1470,8500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1550,11625000,Bangladesh_property_prices
Dhaka,Mirpur,Large,3,4,1872,13104000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1230,9500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1170,4300000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,650,4500000,Bangladesh_property_prices
Dhaka,Banasree,Small,3,2,950,4700000,Bangladesh_property_prices
Dhaka,Niketan,Medium,3,3,1639,15000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,860,3870000,Bangladesh_property_prices
Dhaka,Dhanmondi,Small,2,2,850,3825000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1150,7500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1322,5500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,4,3,1620,6700000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1442,6500000,Bangladesh_property_prices
Dhaka,Hatirpool,Large,4,4,2665,23985000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1208,6040000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1220,6600000,Bangladesh_property_prices
Dhaka,Banani,Large,3,4,2000,39000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1600,12500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1275,7200000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,900,4700000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,3,3,1150,7200000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1250,7200000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1244,7500000,Bangladesh_property_prices
Dhaka,Kathalbagan,Large,3,3,1950,18000000,Bangladesh_property_prices
Dhaka,Banani,Large,3,3,2176,37000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1530,7000000,Bangladesh_property_prices
Dhaka,Malibagh,Small,2,2,915,6000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1275,6812000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1100,4500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Small,3,3,900,4500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,4,3,1220,4800000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1310,6656000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1330,6375000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1400,11200000,Bangladesh_property_prices
Dhaka,UttarKhan,Large,,,3640,7000000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,3,1186,3558000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1000,5800000,Bangladesh_property_prices
Dhaka,Bangshal,Small,2,1,650,4000000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1634,8870000,Bangladesh_property_prices
Dhaka,Bashabo,Large,3,3,1978,10590000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1633,8865000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1350,6750000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1200,8400000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1260,8820000,Bangladesh_property_prices
Dhaka,Hatirpool,Medium,3,3,1350,10000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1300,7750000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,4,5,2929,20000000,Bangladesh_property_prices
Dhaka,Malibagh,Small,2,2,915,5000000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1347,7500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1750,13000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,4,1950,18500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Small,2,2,800,6800000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1630,9780000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1000,6000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,2,2,1000,6000000,Bangladesh_property_prices
Dhaka,Adabor,Large,,,2160,17000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1130,7500000,Bangladesh_property_prices
Dhaka,Lalmatia,Medium,3,4,1397,10500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1250,8200000,Bangladesh_property_prices
Dhaka,Bangshal,Small,2,2,500,2800000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,3480,24000000,Bangladesh_property_prices
Dhaka,Bashabo,Small,3,3,960,6172000,Bangladesh_property_prices
Dhaka,Bashabo,Small,3,2,950,6115000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,798,3800000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1362,9900500,Bangladesh_property_prices
Dhaka,Bashabo,Small,3,2,960,6172000,Bangladesh_property_prices
Dhaka,UttarKhan,Large,,,7280,14000000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1000,5400000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1145,5000000,Bangladesh_property_prices
Dhaka,Adabor,Medium,2,3,1050,6200000,Bangladesh_property_prices
Dhaka,Kachukhet,Small,2,1,650,2600000,Bangladesh_property_prices
Dhaka,Badda,Medium,,,1456,20000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1220,5100000,Bangladesh_property_prices
Dhaka,Mohakhali,Medium,3,3,1400,9000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,4,1553,11000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,4,1553,8700000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1350,11000000,Bangladesh_property_prices
Dhaka,Khilgaon,Small,2,2,910,3200000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1600,9600000,Bangladesh_property_prices
Dhaka,Tejgaon,Small,2,1,650,2800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,830,4500000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,900,4050000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,930,6000000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,990,6300000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1155,7430000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1348,8588000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,957,6242000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,,,7280,45000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,,,5096,37500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1150,4500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,3,1540,8300000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1250,7500000,Bangladesh_property_prices
Dhaka,Turag,Large,,,2184,4000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Large,,,2184,6000000,Bangladesh_property_prices
Dhaka,Banasree,Large,,,4140,20000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,5096,65000000,Bangladesh_property_prices
Dhaka,Turag,Large,,,3640,7500000,Bangladesh_property_prices
Dhaka,Badda,Large,,,2912,12480000,Bangladesh_property_prices
Dhaka,Baridhara,Large,4,5,2400,22000000,Bangladesh_property_prices
Dhaka,NewMarket,Small,3,2,960,8000000,Bangladesh_property_prices
Dhaka,Uttara,Large,,,3600,35000000,Bangladesh_property_prices
Dhaka,Uttara,Large,,,2160,25000000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1500,9050000,Bangladesh_property_prices
Dhaka,Mirpur,Large,,,3960,16500000,Bangladesh_property_prices
Dhaka,Mirpur,Large,,,2390,15936000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1040,4680000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1677,15000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1088,3800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1300,7000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1011,13588000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,2,1100,4950000,Bangladesh_property_prices
Dhaka,NewMarket,Medium,3,3,1250,12500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1260,11000000,Bangladesh_property_prices
Dhaka,Shyamoli,Large,4,4,1820,13000000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1160,7000000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1350,7200000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1420,7500000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,2,1050,5775000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1050,5775000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,2,1250,6875000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1424,10056000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1236,7768800,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1253,7867400,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1288,8070400,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1100,6500000,Bangladesh_property_prices
Dhaka,Mirpur,Large,,,3640,25000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,900,4700000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,2,1200,6500000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,3,2,1125,6000000,Bangladesh_property_prices
Dhaka,JatraBari,Small,3,2,997,4250000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1200,6000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1195,5975000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,3,3,1800,5000000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,3,2,1020,5000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,,,1456,25000000,Bangladesh_property_prices
Dhaka,JatraBari,Large,,,4368,39000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1145,5000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1350,4500000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1420,10000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1350,4700000,Bangladesh_property_prices
Dhaka,Adabor,Medium,4,4,1500,7500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1400,10700000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1350,6500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,3,1550,7500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1350,5600000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1175,10000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,975,4900000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,975,4600000,Bangladesh_property_prices
Dhaka,Mohakhali,Medium,3,3,1250,9200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1350,6200000,Bangladesh_property_prices
Dhaka,Shahbagh,Medium,3,3,1500,9800000,Bangladesh_property_prices
Dhaka,Banasree,Medium,4,3,1800,8700000,Bangladesh_property_prices
Dhaka,Shyamoli,Small,2,2,970,5335000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,3,1346,7403000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,4,4,1550,7000000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,4,4,1450,6500000,Bangladesh_property_prices
Dhaka,Ibrahimpur,Medium,4,4,1550,6500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,2,2,1050,4725000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1240,5000000,Bangladesh_property_prices
Dhaka,BaridharaDOHS,Medium,3,3,1350,12500000,Bangladesh_property_prices
Dhaka,Kathalbagan,Medium,3,3,1640,12000000,Bangladesh_property_prices
Dhaka,Kalachandpur,Small,2,2,900,4950000,Bangladesh_property_prices
